SR_WINDMILL,2337
SR_RAISINGDRAGON,2338
SR_GENTLETOUCH,2339
SR_ASSIMILATEPOWER,2340
SR_POWERVELOCITY,2341
SR_CRESCENTELBOW_AUTOSPELL,2342
SR_GATEOFHELL,2343
SR_GENTLETOUCH_QUIET,2344
SR_GENTLETOUCH_CURE,2345
SR_GENTLETOUCH_ENERGYGAIN,2346
SR_GENTLETOUCH_CHANGE,2347
SR_GENTLETOUCH_REVITALIZE,2348
WA_STARTMARK,2349
WA_SWING_DANCE,2350
WA_SYMPHONY_OF_LOVER,2351
WA_MOONLIT_SERENADE,2352
WA_ENDMARK,2379
MI_STARTMARK,2380
MI_RUSH_WINDMILL,2381
MI_ECHOSONG,2382
MI_HARMONIZE,2383
MI_ENDMARK,2410
WM_STARTMARK,2411
WM_LESSON,2412
WM_METALICSOUND,2413
WM_REVERBERATION,2414
WM_REVERBERATION_MELEE,2415
WM_REVERBERATION_MAGIC,2416
WM_DOMINION_IMPULSE,2417
WM_SEVERE_RAINSTORM,2418
WM_POEMOFNETHERWORLD,2419
WM_VOICEOFSIREN,2420
WM_DEADHILLHERE,2421
WM_LULLABY_DEEPSLEEP,2422
WM_SIRCLEOFNATURE,2423
WM_RANDOMIZESPELL,2424
WM_GLOOMYDAY,2425
WM_GREAT_ECHO,2426
WM_SONG_OF_MANA,2427
WM_DANCE_WITH_WUG,2428
WM_SOUND_OF_DESTRUCTION,2429
WM_SATURDAY_NIGHT_FEVER,2430
WM_LERADS_DEW,2431
WM_MELODYOFSINK,2432
WM_BEYOND_OF_WARCRY,2433
WM_UNLIMITED_HUMMING_VOICE,2434
WM_ENDMARK,2441
SO_STARTMARK,2442
SO_FIREWALK,2443
SO_ELECTRICWALK,2444
SO_SPELLFIST,2445
SO_EARTHGRAVE,2446
SO_DIAMONDDUST,2447
SO_POISON_BUSTER,2448
SO_PSYCHIC_WAVE,2449
SO_CLOUD_KILL,2450
SO_STRIKING,2451
SO_WARMER,2452
SO_VACUUM_EXTREME,2453
SO_VARETYR_SPEAR,2454
SO_ARRULLO,2455
SO_EL_CONTROL,2456
SO_SUMMON_AGNI,2457
SO_SUMMON_AQUA,2458
SO_SUMMON_VENTUS,2459
SO_SUMMON_TERA,2460
SO_EL_ACTION,2461
SO_EL_ANALYSIS,2462
SO_EL_SYMPATHY,2463
SO_EL_CURE,2464
SO_FIRE_INSIGNIA,2465
SO_WATER_INSIGNIA,2466
SO_WIND_INSIGNIA,2467
SO_EARTH_INSIGNIA,2468
SO_ENDMARK,2472
GN_START_MARK,2473
GN_TRAINING_SWORD,2474
GN_REMODELING_CART,2475
GN_CART_TORNADO,2476
GN_CARTCANNON,2477
GN_CARTBOOST,2478
GN_THORNS_TRAP,2479
GN_BLOOD_SUCKER,2480
GN_SPORE_EXPLOSION,2481
GN_WALLOFTHORN,2482
GN_CRAZYWEED,2483
GN_CRAZYWEED_ATK,2484
GN_DEMONIC_FIRE,2485
GN_FIRE_EXPANSION,2486
GN_FIRE_EXPANSION_SMOKE_POWDER,2487
GN_FIRE_EXPANSION_TEAR_GAS,2488
GN_FIRE_EXPANSION_ACID,2489
GN_HELLS_PLANT,2490
GN_HELLS_PLANT_ATK,2491
GN_MANDRAGORA,2492
GN_SLINGITEM,2493
GN_CHANGEMATERIAL,2494
GN_MIX_COOKING,2495
GN_MAKEBOMB,2496
GN_S_PHARMACY,2497
GN_SLINGITEM_RANGEMELEEATK,2498
GN_ENDMARK,2513
ETC_THIRDJOB_SKILL_START,2514
AB_SECRAMENT,2515
WM_SEVERE_RAINSTORM_MELEE,2516
SR_HOWLINGOFLION,2517
SR_RIDEINLIGHTNING,2518
LG_OVERBRAND_BRANDISH,2519
LG_OVERBRAND_PLUSATK,2520
ETC_THIRDJOB_SKILL_END,2531
THIRDJOB_END,2532
ALL_ODINS_RECALL,2533
RETURN_TO_ELDICASTES,2534
ALL_BUYING_STORE,2535
ALL_GUARDIAN_RECALL,2536
ALL_ODINS_POWER,2537
XX_BEER_BOTTLE_CAP,2538
NPC_ASSASSINCROSS,2539
NPC_DISSONANCE,2540
NPC_UGLYDANCE,2541
ALL_TETANY,2542
ALL_RAY_OF_PROTECTION,2543
MC_CARTDECORATE,2544
GM_ITEM_ATKMAX,2545
GM_ITEM_ATKMIN,2546
GM_ITEM_MATKMAX,2547
GM_ITEM_MATKMIN,2548
GM_AP_HEAL,2549
UPPER_EXTENDED_JOB_START,2550
RL_GLITTERING_GREED,2551
RL_RICHS_COIN,2552
RL_MASS_SPIRAL,2553
RL_BANISHING_BUSTER,2554
RL_B_TRAP,2555
RL_FLICKER,2556
RL_S_STORM,2557
RL_E_CHAIN,2558
RL_QD_SHOT,2559
RL_C_MARKER,2560
RL_FIREDANCE,2561
RL_H_MINE,2562
RL_P_ALTER,2563
RL_FALLEN_ANGEL,2564
RL_R_TRIP,2565
RL_D_TAIL,2566
RL_FIRE_RAIN,2567
RL_HEAT_BARREL,2568
RL_AM_BLAST,2569
RL_SLUGSHOT,2570
RL_HAMMER_OF_GOD,2571
RL_R_TRIP_PLUSATK,2572
RL_B_FLICKER_ATK,2573
RL_GLITTERING_GREED_ATK,2574
SJ_LIGHTOFMOON,2574
SJ_LUNARSTANCE,2575
SJ_FULLMOONKICK,2576
SJ_LIGHTOFSTAR,2577
SJ_STARSTANCE,2578
SJ_NEWMOONKICK,2579
SJ_FLASHKICK,2580
SJ_STAREMPEROR,2581
SJ_NOVAEXPLOSING,2582
SJ_UNIVERSESTANCE,2583
SJ_FALLINGSTAR,2584
SJ_GRAVITYCONTROL,2585
SJ_BOOKOFDIMENSION,2586
SJ_BOOKOFCREATINGSTAR,2587
SJ_DOCUMENT,2588
SJ_PURIFY,2589
SJ_LIGHTOFSUN,2590
SJ_SUNSTANCE,2591
SJ_SOLARBURST,2592
SJ_PROMINENCEKICK,2593
SJ_FALLINGSTAR_ATK,2594
SJ_FALLINGSTAR_ATK2,2595
SP_SOULGOLEM,2596
SP_SOULSHADOW,2597
SP_SOULFALCON,2598
SP_SOULFAIRY,2599
SP_CURSEEXPLOSION,2600
SP_SOULCURSE,2601
SP_SPA,2602
SP_SHA,2603
SP_SWHOO,2604
SP_SOULUNITY,2605
SP_SOULDIVISION,2606
SP_SOULREAPER,2607
SP_SOULREVOLVE,2608
SP_SOULCOLLECT,2609
SP_SOULEXPLOSION,2610
SP_SOULENERGY,2611
SP_KAUTE,2612
KO_YAMIKUMO,3001
KO_RIGHT,3002
KO_LEFT,3003
KO_JYUMONJIKIRI,3004
KO_SETSUDAN,3005
KO_BAKURETSU,3006
KO_HAPPOKUNAI,3007
KO_MUCHANAGE,3008
KO_HUUMARANKA,3009
KO_MAKIBISHI,3010
KO_MEIKYOUSISUI,3011
KO_ZANZOU,3012
KO_KYOUGAKU,3013
KO_JYUSATSU,3014
KO_KAHU_ENTEN,3015
KO_HYOUHU_HUBUKI,3016
KO_KAZEHU_SEIRAN,3017
KO_DOHU_KOUKAI,3018
KO_KAIHOU,3019
KO_ZENKAI,3020
KO_GENWAKU,3021
KO_IZAYOI,3022
KG_KAGEHUMI,3023
KG_KYOMU,3024
KG_KAGEMUSYA,3025
OB_ZANGETSU,3026
OB_OBOROGENSOU,3027
OB_OBOROGENSOU_TRANSITION_ATK,3028
OB_AKAITSUKI,3029
UPPER_EXTENDED_JOB_END,3030
ECL_SNOWFLIP,3031
ECL_PEONYMAMY,3032
ECL_SADAGUI,3033
ECL_SEQUOIADUST,3034
ECLAGE_RECALL,3035
BA_POEMBRAGI2,3036
DC_FORTUNEKISS2,3037
